,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,2.2,2.4,2.6,2.8,3,3.2,3.4,3.6,3.8,4,4.2,4.4,4.6,4.8,5,5.2
0,-4067.02561,-4067.02597,-4067.02561,-4067.02595,-4067.02558,-4065.95957,-4068.7507,-4068.90416,-4066.24647,-4080.67764,-4080.36498,-4067.02597,-4067.02597,-4067.02559,-4067.02558,-4067.02563,-4067.02591,-4069.26969,-4087.80242,-4090.00612,-4068.90416,-4068.62239,-4065.95741,-4068.50818,-4067.02592,-4067.02561,-4067.02558
0.2,-4067.02562,-4067.02562,-4067.02559,-4067.02565,-4066.67146,-4067.57023,-4066.51692,-4092.69371,-4080.55599,-4093.21674,-4090.29729,-4064.88665,-4066.78046,-4067.02565,-4067.0257,-4067.02591,-4067.96477,-4090.68775,-4080.50953,-4073.65654,-4073.24917,-4092.20594,-4067.96508,-4066.66985,-4067.02597,-4067.02591,-4067.02562
0.4,-4067.02597,-4067.02565,-4067.02573,-4065.15874,-4066.29628,-4066.49181,-4065.20672,-4088.7922,-4071.41943,-4091.68483,-4092.46804,-4092.83277,-4074.79082,-4067.02595,-4065.47591,-4091.09063,-4074.85021,-4092.23746,-4091.05549,-4073.41726,-4073.7056,-4066.42238,-4078.61581,-4065.17531,-4064.93488,-4065.35911,-4067.0256
0.6,-4067.02567,-4067.02597,-4065.59119,-4066.57208,-4088.44467,-4096.01682,-4097.00604,-4097.95401,-4092.21667,-4095.17173,-4091.49922,-4092.70574,-4092.57991,-4092.16125,-4092.42625,-4093.55839,-4092.86049,-4093.60178,-4091.89111,-4089.71889,-4095.82618,-4090.78626,-4093.16396,-4092.21115,-4073.87375,-4094.76823,-4065.75314
0.8,-4065.94924,-4066.30213,-4094.59627,-4096.42436,-4095.66174,-4097.78426,-4095.32231,-4097.46243,-4094.90914,-4093.43289,-4092.6801,-4093.46555,-4094.55599,-4090.99969,-4090.26845,-4093.76214,-4090.54788,-4092.78849,-4091.13777,-4096.09643,-4090.20436,-4096.37038,-4096.43952,-4096.46358,-4093.43811,-4096.37605,-4067.96505
1,-4096.27412,-4097.48837,-4096.7386,-4096.20424,-4096.85113,-4089.55883,-4092.66906,-4095.54923,-4096.53489,-4097.51622,-4092.83931,-4096.91789,-4096.55073,-4090.27284,-4091.60656,-4086.29777,-4096.79491,-4089.98237,-4096.26554,-4090.78007,-4097.86786,-4094.87144,-4095.91799,-4098.17303,-4096.83433,-4096.77114,-4092.04841
1.2,-4082.06112,-4095.92976,-4093.77467,-4095.12968,-4097.19181,-4095.05707,-4096.1989,-4090.4853,-4096.8626,-4094.3551,-4092.08998,-4089.57357,-4090.28617,-4090.80474,-4090.80782,-4094.54656,-4090.27518,-4090.1868,-4091.13207,-4093.28665,-4096.96551,-4093.69002,-4096.33041,-4093.91769,-4095.05292,-4093.28697,-4094.98147
1.4,-4089.75821,-4094.53139,-4097.06497,-4096.75661,-4095.41461,-4097.46473,-4090.54489,-4097.2928,-4097.13957,-4095.08087,-4090.07948,-4096.21653,-4094.63043,-4090.85799,-4090.99152,-4090.52238,-4090.6144,-4091.51602,-4092.91091,-4097.07555,-4095.27905,-4097.36863,-4097.44767,-4097.48211,-4094.53548,-4092.209,-4097.07907
1.6,-4090.33241,-4097.27482,-4097.37165,-4097.31268,-4096.77699,-4096.52169,-4094.14291,-4097.52322,-4090.64241,-4091.94886,-4090.47767,-4090.71351,-4090.59811,-4090.59104,-4090.59312,-4090.80182,-4096.51402,-4096.82098,-4097.0831,-4097.30062,-4095.13331,-4097.83123,-4094.53319,-4096.69319,-4097.59497,-4097.35625,-4097.38574
1.8,-4097.55131,-4097.63734,-4094.09698,-4097.5653,-4097.19026,-4096.76996,-4097.82129,-4094.56562,-4090.55052,-4097.33637,-4091.30512,-4090.26089,-4090.417,-4090.42603,-4090.42698,-4095.16447,-4091.413,-4090.31998,-4090.76349,-4092.18771,-4097.6528,-4097.1495,-4097.24828,-4096.94224,-4097.53417,-4097.60878,-4097.63786
2,-4091.04196,-4095.4983,-4097.8227,-4097.76414,-4097.65991,-4091.74205,-4091.52135,-4095.7081,-4096.98103,-4090.43226,-4093.97242,-4090.14494,-4091.25124,-4090.2248,-4090.22321,-4090.22946,-4091.40865,-4091.61764,-4095.12415,-4090.64182,-4094.75597,-4097.23565,-4097.4471,-4097.61284,-4096.8675,-4097.54888,-4097.6875
2.2,-4091.48883,-4093.26401,-4097.9675,-4097.57665,-4097.80506,-4097.65523,-4097.45962,-4097.21833,-4096.93108,-4096.59853,-4097.15636,-4096.88855,-4091.21438,-4090.50808,-4089.98461,-4091.12303,-4089.88926,-4097.09775,-4091.12027,-4093.66581,-4097.12363,-4097.38086,-4097.59237,-4097.75814,-4095.15796,-4093.79537,-4094.00585
2.4,-4091.90449,-4098.07028,-4097.89947,-4097.64867,-4092.4083,-4091.92622,-4092.44967,-4091.83925,-4097.7452,-4097.52561,-4091.65369,-4096.9424,-4090.07539,-4090.6515,-4090.56044,-4090.20676,-4091.35261,-4097.11825,-4097.43794,-4097.67427,-4097.21525,-4092.18386,-4091.03893,-4098.13614,-4097.59539,-4097.78022,-4097.91999
2.6,-4092.28456,-4092.5043,-4092.63312,-4098.03698,-4096.05849,-4098.1855,-4095.72809,-4096.57637,-4097.76484,-4097.54462,-4091.66101,-4091.44365,-4091.18556,-4090.88767,-4090.77486,-4090.17471,-4091.35843,-4091.59002,-4097.45676,-4093.98839,-4094.60632,-4098.02212,-4096.78744,-4096.01388,-4093.79931,-4098.0797,-4091.87473
2.8,-4092.62654,-4097.97435,-4097.84941,-4093.53979,-4092.64532,-4096.32731,-4096.1378,-4095.90307,-4097.76766,-4097.52347,-4091.65296,-4091.43673,-4091.18073,-4090.88587,-4090.77545,-4091.08244,-4091.35214,-4091.58226,-4091.77207,-4095.51488,-4097.86014,-4096.06128,-4096.26651,-4096.42665,-4093.48216,-4093.63517,-4092.87859
3,-4092.92877,-4097.90183,-4093.03281,-4096.938,-4096.83837,-4095.93216,-4092.28592,-4096.6656,-4095.98615,-4091.81095,-4091.6508,-4091.45337,-4091.21698,-4090.94187,-4089.9986,-4091.12565,-4091.37555,-4091.58652,-4097.3756,-4096.9041,-4095.13479,-4092.1898,-4097.65434,-4094.96723,-4096.90849,-4097.72246,-4097.86335
3.2,-4093.19022,-4093.26876,-4093.19034,-4093.06899,-4097.15251,-4097.00679,-4096.81567,-4096.57909,-4096.29704,-4091.83711,-4091.68198,-4091.48695,-4091.25235,-4090.23697,-4090.23561,-4090.24058,-4091.40973,-4091.61866,-4091.78776,-4093.59196,-4091.66871,-4096.58782,-4096.94548,-4097.10703,-4097.2231,-4097.59619,-4093.30314
3.4,-4093.4102,-4093.5574,-4093.45996,-4093.34176,-4093.26466,-4097.2682,-4092.74087,-4091.86625,-4096.55548,-4097.32848,-4091.68303,-4091.48897,-4091.25573,-4090.43634,-4090.43729,-4090.43122,-4090.41742,-4091.62,-4091.78829,-4096.44617,-4092.10909,-4092.64675,-4097.8644,-4093.20548,-4093.29082,-4093.42367,-4093.51411
3.6,-4093.58771,-4093.73179,-4093.63119,-4093.51095,-4093.34788,-4093.14253,-4097.65751,-4091.98927,-4096.76094,-4097.15322,-4091.64772,-4091.45452,-4090.5825,-4090.59903,-4090.60115,-4090.59024,-4090.56195,-4090.51744,-4091.75258,-4096.65141,-4091.96824,-4097.20583,-4097.67286,-4093.38165,-4093.45906,-4093.59425,-4093.68632
3.8,-4093.7225,-4093.8646,-4093.76181,-4093.64051,-4093.57435,-4093.39091,-4093.01847,-4097.27881,-4096.91339,-4091.72677,-4090.59798,-4090.66132,-4090.70282,-4090.72317,-4090.7259,-4090.71212,-4090.67833,-4090.6222,-4090.54755,-4096.80351,-4097.10465,-4092.92174,-4093.317,-4093.40846,-4093.58815,-4093.72453,-4093.85107
4,-4093.81439,-4093.95518,-4093.85095,-4093.72887,-4093.45151,-4093.48249,-4093.10345,-4091.80004,-4097.01283,-4091.6117,-4090.67059,-4090.74026,-4090.78568,-4090.8084,-4090.81151,-4090.79598,-4090.75881,-4090.69745,-4090.61258,-4096.78349,-4097.20445,-4093.00606,-4093.40855,-4093.607,-4093.6762,-4093.81344,-4093.94177
4.2,-4093.86317,-4094.00327,-4093.89819,-4093.7757,-4093.60995,-4093.40072,-4093.14866,-4092.4414,-4092.19861,-4090.6126,-4090.70994,-4090.7824,-4090.82972,-4090.8534,-4090.85686,-4090.84049,-4090.80168,-4090.73803,-4090.64922,-4092.39023,-4097.25095,-4093.05102,-4093.31792,-4093.65563,-4093.72293,-4093.86048,-4093.99012
4.4,-4093.8683,-4094.00862,-4093.90321,-4093.78074,-4093.6148,-4093.40572,-4093.15369,-4093.04079,-4093.78812,-4097.53327,-4090.71421,-4090.78694,-4090.8344,-4090.85821,-4090.86167,-4090.8452,-4090.80628,-4090.74244,-4090.65326,-4092.39488,-4095.5401,-4093.05602,-4093.32292,-4093.66089,-4093.72797,-4093.86553,-4093.99529
4.6,-4093.83003,-4093.97074,-4093.8662,-4093.74397,-4093.57839,-4093.49808,-4093.11801,-4097.86888,-4097.02885,-4090.58893,-4090.68311,-4090.75378,-4090.79987,-4090.82295,-4090.82611,-4090.81034,-4090.77255,-4090.71045,-4090.62433,-4092.34449,-4097.22057,-4093.02059,-4093.42416,-4093.6226,-4093.6913,-4093.82863,-4093.95731
4.8,-4093.74859,-4093.89032,-4093.78714,-4093.66547,-4093.5006,-4093.41686,-4093.04255,-4097.34146,-4092.61079,-4091.70275,-4090.61824,-4090.68367,-4090.72634,-4090.74737,-4090.75022,-4090.73592,-4090.70103,-4090.6434,-4090.56502,-4096.83209,-4097.68899,-4092.94561,-4093.34299,-4093.54143,-4093.61301,-4093.74978,-4093.87678
5,-4093.62414,-4093.76765,-4093.66641,-4093.54585,-4093.47679,-4093.1763,-4092.92859,-4097.57434,-4096.80255,-4097.10355,-4091.63348,-4091.44049,-4090.6149,-4090.63254,-4090.63481,-4090.62314,-4090.59305,-4091.57074,-4091.7382,-4096.69288,-4091.95387,-4097.24781,-4097.45672,-4093.41769,-4093.49384,-4093.62938,-4093.75396
5.2,-4093.45678,-4093.6032,-4093.50481,-4093.45174,-4093.31087,-4097.32324,-4092.56449,-4091.88506,-4097.17328,-4091.83219,-4091.67797,-4091.4841,-4091.25124,-4090.47905,-4090.48037,-4090.47271,-4091.40748,-4091.61499,-4091.78307,-4096.50047,-4096.79976,-4097.05337,-4097.26143,-4093.2517,-4093.33463,-4093.52023,-4093.58932
5.4,-4093.24696,-4093.37834,-4093.30454,-4097.44174,-4097.22035,-4094.22971,-4096.88315,-4097.80271,-4096.36396,-4091.84018,-4091.68544,-4091.49055,-4091.2563,-4090.28818,-4090.28756,-4090.28875,-4091.41351,-4091.6222,-4091.7909,-4092.32617,-4096.55337,-4096.80592,-4094.76394,-4097.1748,-4097.29092,-4097.55776,-4093.35743
5.6,-4092.99556,-4097.87625,-4093.05007,-4097.01853,-4093.77612,-4096.77358,-4092.32713,-4096.34724,-4097.65934,-4091.03711,-4097.22369,-4096.866,-4091.22801,-4090.0644,-4090.05858,-4091.13685,-4091.38621,-4091.59639,-4091.76699,-4094.5683,-4095.22597,-4092.23084,-4092.59749,-4097.77497,-4096.9889,-4093.0291,-4097.8378
5.8,-4092.70284,-4097.96169,-4093.73968,-4096.66423,-4093.42253,-4098.09651,-4096.23052,-4092.05141,-4097.73167,-4097.53237,-4091.64931,-4091.4341,-4091.17981,-4090.8968,-4090.79115,-4091.08323,-4091.34991,-4091.57901,-4091.76804,-4097.66088,-4095.9031,-4096.15394,-4096.3593,-4092.52778,-4096.63476,-4096.70482,-4097.92334
6,-4092.37035,-4098.1069,-4092.03692,-4097.82634,-4097.93453,-4097.2259,-4092.35052,-4097.93488,-4095.31233,-4097.55218,-4091.66026,-4096.9585,-4090.03549,-4090.88744,-4090.77471,-4091.08611,-4091.3579,-4091.58929,-4097.45542,-4097.14722,-4095.4996,-4095.74938,-4094.84174,-4096.11702,-4098.00718,-4092.00485,-4098.10801
6.2,-4091.99937,-4093.26222,-4098.07182,-4091.55027,-4095.71417,-4098.17211,-4092.36456,-4097.9251,-4097.78744,-4097.53388,-4097.26591,-4091.43978,-4091.18272,-4090.88606,-4090.7738,-4091.08402,-4096.84689,-4092.45773,-4097.44615,-4090.5765,-4094.98695,-4095.3116,-4092.53829,-4096.29316,-4097.98309,-4093.11759,-4093.23138
6.4,-4091.59194,-4093.7454,-4097.99427,-4097.93597,-4097.83197,-4090.97535,-4097.56005,-4097.87373,-4090.36995,-4097.47965,-4091.64315,-4091.43941,-4091.20171,-4090.92584,-4090.82092,-4091.11007,-4091.36104,-4097.11472,-4091.7597,-4091.50223,-4092.01226,-4097.40776,-4097.6194,-4097.78508,-4097.905,-4095.34775,-4093.3493
6.6,-4091.15209,-4097.76868,-4097.64153,-4097.80405,-4097.69976,-4097.00354,-4097.35424,-4090.13366,-4090.01126,-4090.57817,-4091.67539,-4091.47998,-4089.82202,-4090.1713,-4090.8671,-4091.15418,-4091.40269,-4089.51542,-4089.95325,-4090.58378,-4091.99934,-4091.7595,-4096.9037,-4097.6528,-4092.20381,-4097.58822,-4095.50466
6.8,-4090.6872,-4097.68993,-4097.67672,-4097.61804,-4097.0782,-4097.04033,-4094.78491,-4096.5002,-4091.12853,-4092.02731,-4097.11919,-4090.21308,-4090.37449,-4090.38081,-4090.38142,-4091.16802,-4092.9256,-4090.45803,-4090.35713,-4094.33803,-4097.68883,-4097.08962,-4096.95933,-4092.73355,-4096.1193,-4097.40464,-4097.69052
7,-4097.36343,-4095.1911,-4095.28319,-4091.36407,-4094.72069,-4097.75362,-4097.68461,-4090.67966,-4097.41286,-4091.99854,-4090.49053,-4096.67032,-4091.23639,-4090.55478,-4090.55664,-4090.11989,-4091.39219,-4096.86592,-4091.96441,-4090.63563,-4097.52113,-4096.17216,-4097.73472,-4096.93749,-4097.34728,-4097.23897,-4097.45122
7.2,-4089.85863,-4092.89134,-4094.79662,-4097.52066,-4096.70873,-4091.80465,-4096.7434,-4094.93654,-4097.589,-4097.25245,-4090.33698,-4090.63101,-4091.49882,-4092.8565,-4090.69299,-4090.13921,-4090.53569,-4094.46872,-4093.93249,-4097.57525,-4097.30427,-4090.16283,-4091.97525,-4094.96892,-4094.49181,-4097.1283,-4097.24784
7.4,-4089.42776,-4093.726,-4096.99736,-4096.51832,-4096.86421,-4096.15963,-4090.72647,-4096.05121,-4096.93372,-4093.21514,-4090.58473,-4093.8064,-4094.44025,-4092.33828,-4090.3964,-4091.77572,-4091.2302,-4094.18426,-4089.95876,-4096.87059,-4097.0373,-4090.69283,-4096.079,-4096.58663,-4093.98618,-4096.53014,-4092.57126
7.6,-4088.95858,-4091.58588,-4089.47903,-4096.90485,-4096.19162,-4096.92565,-4089.23833,-4087.79074,-4097.73817,-4097.5406,-4096.1877,-4096.26165,-4089.71065,-4092.49906,-4090.84764,-4093.86003,-4090.32763,-4096.09429,-4091.45815,-4094.61829,-4095.55972,-4090.88435,-4095.67992,-4090.5722,-4098.74273,-4093.88784,-4093.10164
7.8,-4066.43547,-4066.84053,-4096.62241,-4089.88259,-4097.87936,-4096.55071,-4097.65117,-4092.36951,-4094.95451,-4091.18703,-4090.72628,-4095.54653,-4085.9179,-4094.84861,-4091.39464,-4087.1954,-4094.17868,-4094.67355,-4093.01373,-4094.81172,-4095.36597,-4096.46709,-4094.65429,-4097.88519,-4088.67025,-4092.3577,-4092.51457
8,-4067.02563,-4067.02562,-4066.28585,-4066.26929,-4096.13252,-4094.83658,-4092.81934,-4089.619,-4094.74869,-4094.46508,-4093.00546,-4092.87905,-4094.48716,-4093.87013,-4090.38427,-4089.39837,-4094.46464,-4089.74503,-4097.47391,-4094.74742,-4092.81251,-4088.71469,-4096.11367,-4089.64389,-4078.12197,-4066.63294,-4069.4772
8.2,-4067.0256,-4067.02561,-4065.83041,-4067.02597,-4066.37006,-4066.93395,-4074.13588,-4091.36896,-4091.77176,-4088.46635,-4091.19873,-4092.37679,-4074.142,-4066.64902,-4065.74431,-4089.99865,-4069.56976,-4073.49575,-4093.37597,-4092.35246,-4066.52078,-4074.05717,-4073.3176,-4068.15619,-4067.56579,-4065.53168,-4067.02564
